index,group,report_text
preciv110,0,"col fremont in full possession of the josephine quartz vein-another execution by judge lynch--a new-yorker eaten up by the waya islanders--lomatt destroyed by lieut. caldwell fifty natives killed and six americans--neutrality-suspicious. and crew of the wild wave rescued. from our own correspondent san francisco, dec 6 1853."
preciv111,0,"the company then proceeded to red river bottom, where they found the missing horse and five fellows, whose business it was to steal all the horses, and whatever else they could, whom they hung to limbs of trees until they were dead, dead, dead. upon consideration of rogers having turned, he was spared. as our informant rode past the spot where the edict of lynch law had gone forth, and the horrible spectacle of its execution was witnessed, one poor fellow was seen dangling between heaven and earth suspended by his neck to the limb of a tree, whose branches extended across the road with this inscription written upon his back: 'tennessee horse thief, if you like him better than i do, you can take him down and bury him.' we will simply state that our informant is a highly respectable gentleman, and this narrative may be relied upon as true. memphis eagle. this man rogers is, we believe, the same for whose misdeeds one thos."
preciv113,0,"a few days since, a man named harrison morgan, the murderer of officer john leary, of columbia, tuolumne county, was taken from the hands of the authorities by a mob, and after a brief trial was hanged. leary, our readers will remember, was shot while attempting to arrest morgan and some other thieves. on november 30th, pancho daniel, one of the murderers of sheriff barton of los angeles, was taken from the jail of that town and hung; the mob meeting with little or no resistance. these two men most unquestionably deserved hanging, but that fact should have been demonstrated by fair legal trial. these rash acts of maddened people seem to be as much in vogue as they were in earlier days when the courts of justice were too often but places of refuge for guilty criminals and the more frequently they occur, the more difficult does it become to repress their re-enactment. they should never occur without bringing upon their perpetrators the utmost vigor of the law's provisions, and we should be glad to see governor weller act with as much energy and promptness toward these followers of the code of judge lynch as he promised to do in his inaugural. we believe that infinitely less harm is done by the escape from punishment through the technicalities of law, of criminals, than is wrought by the setting aside of law and the functions of the judiciary by infuriated mobs."
preciv114,0,"no lynch law in kentucky. we understand that for several days past, the most intense excitement has prevailed in larue county, in consequence of the confession of a startling tragedy. john, a slave, the property of berry cundiff, was arrested about one year ago charged with the murder of miss mary shaler, has confessed his participation in the crime and implicates several other persons. this miss shaler was originally a resident of bardstown but at the time of the murder temporarily living in larue county, with mrs."
preciv114,1,"murphy. the case has been twice tried, but each time jurors failed to agree. a few days since, the negro was induced to make a clean breast of the horrible affair being threatened with lynching; persons telling him that the taylor county mob was coming to hang him. he says that four other persons were connected with him in the affair, he being a mere tool and receiving $100. the persons charged are mrs. murphy, her daughter, aged sixteen years, james mcgavock, and william pickrell. these parties were all immediately arrested. great excitement existed throughout the community and exasperated were the citizens that it was with much difficulty the officers could prevent the crowd from lynching the accused. in fact, pickrell was at one time strung up. the circumstances that led to the murder are said to be owing to the fact that miss shaler was supposed to have a considerable sum of money. it is sincerely believed however that the true cause was that pickrell's brother was about to marry the unfortunate young woman, concerning whose virtue there were various reports."
preciv115,0,"turner and robinson returned the horse and carriage to mr. mcbride, to whom they belonged, about three o'clock on sunday morning, leaving the dirk behind them. when the news of the outrage reached the village, great indignation was felt, and if they could have found the villains, they would probably have been lynched. robinson was arrested in philadelphia, and on wednesday was conveyed to new castle jail by high constable hawkins. turner, going here by the cognomen of charlie, was known to many of our citizens, having worked in smyrna several months two years since. he was then considered a desperate fellow."
preciv116,0,"gen. finley, of patterson, has been put forward by the people of kansas for governor. george dunson was hung in uvalde county, texas, by lynch law, for horse stealing. there is much excitement in the east about the prize fight. heenan has challenged morrissey to another fight for $4,000 side or upwards to take place in four or six months. morrissey is giving sparring exhibitions in buffalo."
preciv117,0,"john abel, the murderer of eyerson, at memphis, has nine suits pending at memphis, and set for trial during this month, against citizens of that place for violence suffered by him in the attempt to lynch him for that murder. he claims over 100000 damages."
preciv118,0,"judge lynch-an individual supposed to be destitute of money and friends suffered the summary judgment of the above honorable court, says the santa cruz sentinel, on sunday last. he was suspected of dishonorable crime, charged as felony in the statutes of the state, and dozen lashes, and tar and feathers, administered by a mob was considered as proper punishment for the offense of being suspected of guilt. vigilance seems to be still alive."
preciv119,0,"the remaining three men, viz: bill saul thompson, sloan despano and george hunter, were then brought from the jail bound and mounted behind men on horseback, when the crowd, in double file, and throngs of spectators took up their return march to this place, a distance of twelve miles, during which two of the miserable men displayed considerable firmness, asserting their innocence in the most positive terms. thompson wept and prayed aloud by a good part of the way, calling on all to witness his innocence. the crowd having arrived at this place determined to lynch beko also, a negro belonging to the murdered man, who had been implicated by scaggs as the real murderer. at this juncture, amid the yells and howlings of the crowd, the expostulations of the sheriff and our excellent tailor, amid confusion worse confounded, robert colvin, esquire, a prominent and influential citizen, having succeeded in gaining an elevated position and in catching the ear of the crowd, addressed it in a short speech which, for apt appropriateness and good sense, i have hardly ever heard excelled, and it was as effectual as it was sensible. after an unsuccessful effort of two inexperienced orators, the mob left the negro in jail and conducted the three a short distance to an elm tree, and began making preparations to hang them. at thompson's request, prayer was offered in their behalf, he praying and weeping aloud during the time."
preciv12,0,"a frightful catalogue the barbarities and shameful instrumentalities employed by the desperate insurgents of the south in the rebellion present, says an eastern correspondent, a frightful catalogue of atrocities: savage mobs, as at baltimore; strychnine in provisions for soldiers as at the relay house; wholesale confiscations of the property of innocent neighbors; frequent lynchings of harmless strangers, including tar and feathers, the lash, the musket ball, and the hangman's rope; cruel expulsions on short notice of suspected citizens, and the seizure of their goods; forced conscriptions and contributions and a general reign of drunken ruffianism, are among the distinguishing features of this horrible southern rebellion. can such a cause, thus prosecuted, come to anything but terrible overthrow?"
preciv120,0,"the place where he was found is some ten miles from a house, and it is probable that he had been dead some two months. nearly all the flesh on his bones had been pulled off in the desperate death struggle. horrible murder and lynching.-a most brutal murder was committed on monday afternoon, oct. 18th, at cooks bar, sacramento county, by a chinaman. the chinaman entered the store of mrs. sarah neal, while she was the only occupant, and stabbed her three times with a knife, inflicting a mortal wound each time. she died instantly."
preciv121,0,"stealing and flogging. a correspondent of the san andres independent, writing from poverty bar under date of september 28th, says: 'the first thing worthy of notice is sample of judge lynch vs. justice's court. a man named cushing stole thirty-two dollars in specimens, out of the cabin of alexander waters and charles fisher on pompey hill. they caught the fellow and concluded to give him a rough lesson in honesty by tying him up and punishing him with twenty-five lashes."
preciv122,0,"the powhatan advertiser has the following in relation to the man who was pursued from tennessee and hung in this state: ""the man who was found hanging to a tree near grand glaize in jackson county, a week or so ago, has of course been properly buried by the good citizens of that neighborhood. we are like our neighbor of the balance, opposed to being hanged in any way--but if hung we want no labels on our back. we would like to know what is the difference between a horse thief and tennessee horse thief.'-- this man when found was marked and labeled tennessee horse thief: and if tennessee horse thief what jurisdiction had arkansas over him, admitting the justice of lynch law? arkansas horse thieves had better look out when in tennessee or they will be labeled."" the jefferson independent in an article relative to the removal of the capitol, puts in a claim for pine bluff. in his article the editor gives us some items relating to the growth of that section of the country."
preciv123,0,"more lynch law in missouri it was stated recently that a man named kessler had been hung by a mob in gentry county, mo., for killing another named timmons. an accomplice named milligan was arrested at the time but his case was laid over until the next term of court. a letter from st. joseph, july 9th says; a guard was appointed to watch his prison."
preciv124,0,"the mariposa democrat is informed that mr. morris, who was concerned in the lynching of deputy c. visalia two weeks since, has been tried before justice sayles of that place, found guilty and sentenced to pay a fine of $500, or be imprisoned six months in the county jail. j. rowland, also alleged to have been implicated in the lynching, was sentenced to six months imprisonment. mr. mayfield, accused of complicity in the affair, was on examination acquitted."
preciv125,0,"lynch law in texas. last fall a preacher named donegan received five hundred lashes from leather strap administered in presence of large audience of the citizens of ellis county, texas because the citizens of ellis believed him guilty of arson burglary, horse-stealing, and tampering with negroes. he was also banished from the county. on the 10th of back in the county; that he was coming to waxahachie, and intended bringing friends with him to defend himself against opposition."
preciv126,0,"bowers was suspected and believed to have aided and abetted in these operations, and since no legal remedy could be had against him, some respectable citizens of ‘the county’ took it upon themselves to drive him out of the state. mr. pearce seemed quite astonished that anybody should object to this method of procedure or should undertake to apply a similar process of lynch law to those concerned in it. either this spirit must be crushed, or conservative people must sell their lands to northern folks for what they could get, and seek homes elsewhere. a series of resolutions was passed justifying the outrage upon bowers, and pledging the persons assembled to sustain the operators against punishment or violence. it remains, however, to be seen whether the non-slaveholders will be thus cowed."
preciv127,0,"e. barrett of salem, mass-improvement in hand stamps britton richardson haydensville, assignor to himself and hayden manufacturing company of haydensville, aforesaid-improvement in machinery for polishing thread. a man hung by a mob.-a few weeks ago a constable named simmons was shot by a man named kesler, in gentry county, mo, under circumstances which made the act, in the estimation of the people, a cruel outrage. the murderer was arrested and put in jail at albany and word sent to judge norton, at platte city, that if a special term was not held immediately for the trial of the prisoner, he would be tried before judge lynch. judge norton called the special term as requested; but, on the trial, it was found that two of the prisoner's important witnesses had been driven off and could not be found. the counsel for the defense asked a continuance which was granted; and the judge, inferring from the appearance of things that an attempt would be made by the crowd to take the prisoner out of the hands of the officers, appointed a guard of twenty five men to conduct him to jail. but the guard had no sooner taken its position than a rush was made by the crowd, and the prisoner torn from the officers and borne off to the woods a few hundred yards distant."
preciv128,0,"murder and lynch law letter from lexington, in the louisville democrat, gives the particulars of a tragedy which transpired in that place on the 10th inst.: 'mr. joseph beard, the city marshal, gentleman esteemed, and deservedly so, by all parties, was in the market this morning, in the discharge of his duties, when a man by the name of william barker, a notorious ruffian, bully, and thief, forced mr. john mcchesney into a difficulty. mr."
preciv129,0,"at the depot, they captured him and brought him back on the 10 o'clock train last night. they were met at the depot by a large crowd of citizens, and the guilty wretch was escorted to the court-house, which had been lighted up for the occasion. judge lynch organized his court, and mr. coons was put upon his trial. eighteen love letters in his signature, and addressed to the young lady whom he had sought to victimize, were produced and read to the multitude. no other evidence was needed, and after a few speeches had been made by prominent citizens, the lights were suddenly extinguished, coons caught and dragged to the court-house yard, every stitch of clothing torn from his back, a bucket of warm tar poured over his head, and a bag of feathers artistically applied."
preciv13,0,"he accordingly took his departure in the steamer for new york. he left here in the steerage, but managed, before he reached the isthmus, to rob somebody, when he went into the cabin. between aspinwall and new york he committed another robbery, and being detected, was lynched and handed over to the authorities after the arrival of the boat in new york, where he stood trial, and having been convicted, was sentenced to sing sing where is at present."
preciv130,0,"young: 'i was asked to assist in the prosecution; have been here about an hour during the entire investigation in that capacity; have counseled with the lawyers for the prosecution less during this trial; did not try to incite the crowd to hang gen. lane at his premises.' question: 'did you at any other place on that day try to induce the mob to lynch gen. lane?' col. young: 'well, two doors below, the green window shutters painted white, in somebody's back cellar.'"
preciv130,1,"several persons defended the act, said to them that if john lowrie, an idiot in lawrence now in prison for assault and battery, or any common person had done it, they would have been hung without judge or jury. opposed col. eldridge and others who were in favor of lynching him. refused to issue a warrant as justice of the peace, as my mind, on lane's own statement, was made up about it.' by col. young: 'i don't know that i am more particularly friendly to lane than to other persons am not personal enemy of lane; have repeatedly said in connection with this circumstance that lane or any other man who would kill another rather than let him have a bucket of water, ought to be hung.'"
preciv131,0,"lynch law.-the people of carson valley have hung edwards, who murdered a man named smelling, last fall in merced county."
preciv132,0,"two deaf mutes, james glass and ellen l. nc courtney, were married in sacramento a few days since. there have been unusually large number of lynchings homicides and fatal accidents during the fortnight woman holding respectable position in society, gave birth to a mulatto child. the mother and her husband being both dark in complexion, he did not discover anything wrong in the child; but the negro father was indiscreet enough to go to white man, tell that he the father, and ask for advice. the white man applied to and told mr. deth, who accused his wife of having given birth to mustto child and she confessed it."
preciv132,1,"sead no suggest deth or those who hanged the man without warrant of law. a mr. anderson one of the party of horse-thieves by whom frank lane was killed, was hanged by lynch law at la grange, the county seat of mariposa county, on the 18th ult. the alleged reason for the execution was the witnesses of the murder were going off to frazer river, and unless he were punished by lynch law he would not be punished at all. the last mail carried to you the news of the murder of four persons at the house of h. barater in tuare valley, by party of sonoranians and mexicans. since then the same party have murdered a young county. shortly after this last murder, one of the gang santos prestos, was caught in that county and hanged by the people; and about the same time party of citizen while hunting the others arrested joaquin valenzuela whom they tried by lynch court. they found him guilty of murder, rape, kidnapping, and of having been confederate of the joaquin murieta in 1853, and they hanged him. all the gang concerned in the barater murder are supposed to be known and large rewards are offered for them. among the names appears that of jack powers, who lately made the famous ride in this city of $50 miles in six hours and a half."
preciv133,0,"his neighbors saw the cinnamon enter and ran to the cabin and arrested two of the thieves. the other one escaped. judge lynch, who happened to be present, ordered the villains to have fifty lashes given them on the bare back, which were well applied, when the rogues were told to 'git up and git' seco."
preciv134,0,"a case very similar to one which occurred some months since at poughkeepsie, new york, in which a girl positively identified the remains of a deceased person as those of her sister, and on the strength of which a young man was arrested for murder, but in which case suspicion was averted by the reappearance of the supposed murdered girl, has occurred at joliet, illinois. a body of a female was found in a ravine near joliet; a farmer testified to the finding of bloody clothes near the spot; four families testified to the hearing of screams from the ravine on the night of the supposed murder, and that the cries were those of a female; a woman named cook recognized the body as that of her daughter, who was missed on the very night of these screams, and knew it was her daughter because one of her front teeth was gone; she also testified to improper intimacy between her daughter and mr. richardson, and he was arrested for the murder and some three hundred men were about taking the law into their own hands to lynch richardson fearing that justice would not be done by a regular jury. the girl finally was found in chicago and produced in joliet. the body found was finally proved to be that of an elderly gray-haired lady, who had died a natural death, and whose body had been disinterred for dissection. the girl is only eighteen years of age."
preciv135,0,"many of our citizens are aware to their cost, of the existence of horse-thieving combinations. robberies of this kind have been very numerous, and the sufferers have become exasperated as a consequence. at leroy, on thursday, 31 inst, two brothers named claywell were arrested, with several stolen horses in their possession, and one of them, walter claywell, was hung by order of judge lynch. at burlingame, on monday, 31 ult., at the time our informant left, two men named hysop or hyslop, were being tried by the citizens for various offences, one of them having robbed and shot a young lad on the santa fe road a few days before. this one would probably be hung. a lynch trial was going on at hyat for horse stealing on monday, 7th inst. the same results are anticipated in that case. a young man named anderson was arrested on wednesday afternoon, at pierce's, near lawrence, on suspicion of being connected with the lately discovered horse-thieving gang. he was placed in the lawrence jail for safe keeping."
preciv136,0,"wrongly suspected. - the amador since buried his purse of gold near his cabin, and subsequently, failing to find it, suspected a certain person living nearby, who in consequence, narrowly escaped lynching. a few days ago, however, the purse owner repaired to the ground where he made his cache, and by digging, found his lost treasure. thus, he saved his gold, and the suspected person saved his character. the latter has gone to the atlantic states."
preciv137,0,"the delaware democrat copies the article on the lynching of 'poor paddy' as narrated in our last issue, prefacing it as a hum and saying 'the thing is so transparent that we think nobody but us could be deceived by it.' we would merely remark that we endeavored to make it as 'transparent' as possible, without stating in plain words that it was an dizzy of st. patrick, hung up to rig the irish population; and had not the most distant idea of hoaxing such argus eyed characters as the democrat. the item has, however, been copied as actual fact in one or more papers not so sharp as the democrat, and swallowed as a horrible affair by a number of individuals."
preciv138,0,"a mound of earth upon which the wild flowers bloom with sweetness beauty and verdure is all that marks the spot. in the morning after the event just related, the whole town was a babel. crowds of men had gathered about in the height of excitement, while in different directions might be seen small groups of persons in conversation. all seemed in doubt what to do with the prisoner while some more impatient than the rest were in favor of giving hasty trial before judge lynch who was the most prominent officer of the times. after considerable deliberation a committee of twelve was selected from the crowd, and a trial commenced, much to the relief of all. the trial lasted throughout the day, and as there a division of opinion it was finally concluded to lest the law take its course and the prisoner was delivered over to the authorities, after which he was committed to jail to await the final result, whore he remained but short time, when he took unceremonious leave, and was never afterwards heard of"
preciv139,0,"lynch law in oregon. the ala has an account of the hanging by lynch law, at rogue river valley, oregon, of an indian who murdered mr. geysel, some three years ago. mr. geysel had a family, and his wife and one child were carried into captivity by the indians."
preciv140,0,"the news of the fortnight. from our own correspondent san francisco, feb. 20, 1853 the public mind of the state has just been startled by an appeal to lynch-law in placer county. some weeks ago mr. murphy bought from a negro named bracy a piece of ground near auburn, the county seat of placer. the day before yesterday, at 3 o'clock, murphy went to the ground and found bracy fencing it; the former demonstrated, and was turning to go away when bracy struck him in the back of the head with a pick, driving the point three or four inches into the brain and inflicting a mortal wound."
preciv141,0,"lynch law in oregon. the alta contains an account of the hanging by lynch law, at rogue river valley, oregon, of an indian who murdered mr. geysel, some three years since. geysel was a married man and was the father of three children, and mrs. g. and one child were carried into captivity by the indians."
preciv142,0,"she now has 85 tons and draws 18 inches. the notorious scoundrel, robert s. kelley, who, it will be remembered, acquired an unenviable reputation by his participation in the lynching of rev. pardee butler, and as the fighting editor of the squatter sovereign, on last sunday evening, fearing the wrath of people excited by repeated and outrageous wrongs. kelley once expressed wish that he might some day wade through d-d abolitionists' blood up to his saddle stirrups. his wish has terminated in his having to wade through the missouri river to escape the vengeance of these same 'd-d abolitionists'- crusader of freedom."
preciv144,0,"the notorious scoundrel, robert s. kelly, who it will be remembered, acquired an unenviable reputation, by his participation in the lynching of the rev. pardee butler, and as the 'fighting editor' of the squatter sovereign, made his exit from this place on last sunday evening, fearing the wrath of people excited by repeated outrageous wrongs. kelly once expressed a wish that some day he might 'wade through abolitionists blood up to his stirrups.' his wish has ended in his having to wade through the missouri river to escape the vengeance of these same abolitionists."
preciv146,0,"hung by a mob a negro named bracy, on friday, 10th inst, at auburn, violently assaulted a miner named murphy, by striking the sharp point of a pick into the back part of his head, through which the brain protruded. the friends of murphy assembled and demanded the person of the negro, which was refused by the sheriff, whereupon the jail was broken open and the negro taken out and hung. much excitement prevails, and great efforts are now being made to bring these 'lynchers' to a sense of duty to their country. certain law and order journals are howling, for buncombe, and trying to excite ill-feelings and raise a breeze in order to blow their pet 'mob-bill' out of the reach of ignominious defeat, by appealing to the case. the negro, no doubt, thought he had as good a right to take life with impunity, as had herbert, but then he forgot that he was not a member of congress and was in california, where some things can be done as well as others. the auburn press thus alludes to the case and takes off the supreme court in a parody of 'their opinion on the archy case': we cannot justify or excuse the mob that hung bracy, except on the ground of the late decision of the supreme court in the 'archy case.' these people were very much excited, many were young and inexperienced-others, perhaps, in poor health-and it was the first violation of the law. if their case should be brought before the next grand jury, they would be forced to notice it-and, in their report, they could say: 'this is a fragrant violation of law and the constitution, but as the parties are young men, inexperienced, in poor health, and it being the first case in which the county jail has been broken down, hitherto supposed almost impregnable; and with the fullest confidence the like will never be attempted again, we find them guilty, but demand no indictments.'"
preciv147,0,"lynch law at monterey - anastasia jesus, sentenced to death for the crime of murder, at monterey, but respited by gov. weller, was hung by the citizens of that place feb 18th, the day on which the respite of the governor came into the hands of the sheriff. the people were much incensed at the interference of the executive in behalf of a murderer beyond dispute, and took the execution of the laws in their own hands. this has been done in the face of the bombastic threats of gov."
preciv148,0,"twenty-eight of the accused are now in the hands of the regulators, twenty at ligonier and eight at albion. serious thoughts were at one time entertained of executing summary punishment on the offenders but vote being taken at a meeting of several hundred citizens, a majority being opposed to proceeding to such an extremity, their lives spared and they will be handed to the civil power, where it is to be hoped they will meet their deserts. much as we deprecate such violent proceedings, and are opposed to superseding the legal tribunals by judge lynch's speedy and severe code, we must admit that there are many circumstances to justify the people of noble county. they have long been cursed by the presence of a numerous and well-organized gang of scoundrels, who have set the laws at defiance and escape with impunity. it has been almost impossible to convict any who might be arrested and to break up the gang by lawful means was impracticable. the citizens have at length taken the matter into their own hands, and, we hope, will make thorough work and rout out the entire gang."
preciv149,0,"a cruel lynching case-four hundred lashes to a man's face.-a shocking exhibition of lynch law took place at bushville, sullivan county, new york, on thursday, nov. 5th, upon a man who has the reputation of doing many of the evil acts perpetrated in that neighborhood. a day or two previous, a cow belonging to an individual with whom terpenning had quarreled was maimed, and suspicion at once rested on the scapegoat of the neighborhood. about 10 o'clock, on thursday morning, nov. 5th, eleven men broke into terpenning's house, tied a rope around his neck, and dragged him from his bed. they then tied his hands behind him, took him to a secluded place about a mile from his home and commenced whipping him with horse whips."
preciv15,0,"on the morning of the 4th, they proceeded in the discharge of their duties, and arrested shattuck at winslow bar, in the midst of a crowd, who had assembled there to commemorate the birthday of our country. they brought him to fosters about o'clock in the afternoon of the 4th. a large crowd had assembled at the justices office to see the murderer, and, as many of us supposed, to lynch him, but after viewing the man and hearing him converse, almost everyone left, feeling satisfied that shattuck was no . if that man is a murderer, then so are all men, or words of similar import. adriance had not yet arrived, and as he was the prosecuting witness and the only one who could give any evidence concerning the matter, the justice announced that the hearing of the case would be postponed until o'clock the next day, and that the prisoner should remain in the custody of the constables. shattuck conversed freely with everybody in reference to the charge against him, giving a detailed and succinct account of all matters connected with himself, adriance and dascher, and frequently said that dascher was then either at rich bar on feather river, or at rabbit creek."
preciv150,0,"lynch law in new york. the monticello (n.y.) watchman, of the 11th inst, states that a man named wm. terpenning, who was suspected of having maimed a neighbor's cow, was taken by a number of citizens of that county and horsewhipped nearly to death."
preciv151,0,"lynching chinamen the chinamen in the vicinity of campo seco, says the calaveras chronicle, have been committing depredations upon the sluices almost every week for the last six weeks, but were finally caught on saturday, 31st october, by some miners on french hill, who had suffered by them on a former occasion, and were there watching for them. having secured the two thieves, they brought them up on the bank, stripped them, and administered fifty lashes on the bare back of each, and then cut their tails off. however, it appears there are some honest men among the chinese in this country. the same journal says that the johns caught one of their countrymen stealing the other day, whereupon they took and tied him up to a tree and gave him regular good licking it was done, the chronicle adds, as well as judge lynch could have done it."
preciv152,0,"lynching chinamen the chinamen in the vicinity of campo seco, says the calaveras chronicle, have been committing depredations upon the sluices almost every week for the last six weeks, but were finally caught on saturday last, by some miners on french hill, who had suffered by them on former occasion, and were watching for them. having secured the two thieves, they brought them upon the bank, stripped them, and administered fifty lashes on the bare back of each, and then cut their tails off."
preciv153,0,"lynch law in solano county.--a horse belonging to the woliskills, in solano county, supposed to have been stolen, recently returned with the saddle on, to his owners. after examining the animal, a spaniard residing in vaca valley was fixed upon as the guilty party. a number of horsemen went to his house, and after some conversation, he, seeing them preparing suspicious-looking rope, put spurs to his animal and fled. they gave chase and ran him down in the vicinity of the potrero hills."
preciv154,0,"the diamond is of the size of an ordinary marble and competent judges say it is worth at least $4,000. its lucky finder, poor, honest irishman, named michael shehan, no doubt believes he 'was born to good luck'. lynch law in mississippi- the pontotoc (miss.) examiner, of sept. 4th contains a long account of the summary execution of jefferson gray, by a large party of men, many of them it is stated, respectable citizens. the week previous gray murdered robert abernathy, a worthy and respectable citizen of the southern part of the county. abernathy was found dead in his cornfield with twelve buckshot in his back."
preciv155,0,"at night, the captain of the band, which proved to be the kickapoo rangers, attempted to release the prisoners, and succeeded with all excepting brown. the company being considerably intoxicated, would not let him go, but proceeded to make preparations for hanging him. the captain proposed a compromise, and that they lynch him and let him go. this was agreed to, when several persons sprung upon him with hatchets and bowie knives and commenced stabbing, chopping, beating and kicking him until he was felled to the earth. he lay for some time, unconscious, the ruffians supposing him dead. as signs of life returned, they commenced beating him again."
preciv156,0,"lynching 'peeping tom' - the milwaukee sentinel gives an interesting lynching case which occurred recently at geneva, in that state. several young ladies had been in the habit of bathing in a beautiful cove formed by geneva lake and nearly concealed by dense shrubbery. ike s., a booby of a boy, who lives with a farmer in the capacity of help, informed some of his mates that curiosities might be seen there, cheaper and better than at the circus and for his part, he would go to the show. this being reported to some of the fair ones, they resolved to give him a lesson."
preciv157,0,"outrageous case of lynching. - the calaveras chronicle of oct 10th relates the following: on sunday evening last, a man by the name of lorenz was invited to ride to mokelumne hill in a buggy by a man named smith. they got in the buggy and started towards the hill, and when about half a mile from campo seco, three men sprang from the roadside, stopped the horse, and took lorenz from the buggy. smith then drove on with the buggy. they then took lorenz to high ground, put a rope round his neck, and demanded from him some money said to have been stolen from one hopkins."
preciv158,0,"escaped-on monday night, october 9th, a mexican named jesus foutcs made his escape from the state prison, and is still at large. he was serving out a sentence of two years and half, for an assault with intent to kill, for which he was convicted at shasta in september 1855. lynched,-four chinese thieves were taken from a drift in live oak flat, on monday the 9th, and severely flogged. the butte record says these chinamen have been in the habit of committing various petty thefts, and until recently have escaped detection. calico party.-the ladies of michigan bar, amador county, are making preparations for a calico party, to be given on the 9th of november, the proceeds of which are to be devoted to the erection of a school house. fire.-at columbia, last week, a small house belonging to mr."
preciv159,0,"lynched.--some cinnamon caught robbing sluice box near horsetown, shasta county, were taken from the hands of the officers of the law and badly whipped."
preciv16,0,"it is probably rather a good guess as to what the powers referred to will do, than the communication of any absolute knowledge as to what they have done. of course, with the possibility of collisions growing out of the condition of affairs in this country, the nations of europe having large commercial interests on this side of the atlantic, will naturally augment the means of defending the property and lives of their citizens here. the gulf states are known to be disorganized and in the hands of mobs, and this has been specially illustrated to the apprehensions of great britain, by the lynching of a british captain at savannah. bad as the predicament of things really is on the gulf, it is even worse as understood abroad, and the european naval powers cannot fail to have forces on the spot, to prevent, or punish, acts of barbarism which they apprehend in that quarter. but there is still another motive, and perhaps a stronger one, operating to increase the display of european forces in the gulf, and that is the necessity of repressing the filibustering enterprises on the side of cuba and mexico apprehended from the political views of the conspirators who are at the head of the southern confederacy, and which are as perfectly understood in europe as they are here. it is in this matter of extending slavery, that these conspirators will find that secession was the worst possible policy for the object they aim at."
preciv160,0,"the mob murder in iowa.-it is time that the lynchings which have recently taken place in iowa were called by their right name. the hanging of william b. thomas, in montezuma, was as foul murder as was ever perpetrated by midnight assassin. the oshkosh herald gives the following additional particulars of the event: 'no sooner was the decision of the court given [changing the venue, in order that he might have fair trial] than a regular organized mob of about two hundred men proceeded to the old courthouse, where the prisoner was confined, and demanded and by force took thomas from the custody of the sheriff, and amid the terrifying shrieks of the prisoner and the most hellish revelings of the mob, carried him away to a tree which they had previously prepared, in the suburbs of the town. here, without even adhering to the customs of lynch law, or abiding by the honor of mob force, they placed the rope around the prisoner's neck, and demanded a confession of the crime. the prisoner pleaded his innocence. the rope was drawn over limb and the prisoner swung into the air. after few struggles he was let down, and again demanded to make confession."
preciv162,0,"intelligence was immediately conveyed to the city, and large numbers hastened to the scene of the bloody deed. sheriff lewis was on the ground in very few minutes and although two miles distant, he had the perpetrator in jail within half an hour. a large crowd collected in front of the jail, and evidenced determination to take the prisoner out and lynch him. an attempt was made to force the jail open but the sheriff struck the ringleader over the head with some shackles which he held in his hand, and called upon the citizens to assist him in maintaining order which call was promptly responded to. messrs. stewart, judge guppy and dr."
preciv163,0,"mr. stanley ryland, of the steamer emma from the missouri river yesterday, has kindly furnished us with the particulars of a late murder and robbery, and subsequent lynching, at leavenworth city. the emma arrived at leavenworth at 1 o'clock, p.m., on sunday last and found considerable excitement prevailing in town on account of a murder committed, and summary punishment inflicted on the perpetrators. the account of these transactions is, in substance, as follows: from what we learned and our information comes from good authority--an eyewitness--it appears that there has been a regularly organized band of ruffians, desperadoes, and thieves, for some time, infesting the city and neighborhood. they have made a profitable business of killing strangers, robbing them, and throwing their bodies into the river to avoid detection."
preciv163,1,"the names of those who were implicated by the young man who confessed were unknown. some twelve or thirteen citizens, however, were missing when searched for on saturday. the citizens of leavenworth appear to be determined to lynch everyone found connected with this band. the entire community approves and sanctions the course pursued in regard to the hanging of quarles and bayse.--st. louis republican. later advices represent that wood and knighton have been hung."
preciv164,0,"the tallahassee floridian of the 5th inst. says that, judging from all the information it has with reference to the crops in that state, the conclusion is warranted that sufficiency of corn will be made for home consumption with nearly, if not quite, average production of cotton. blackwood, who so brutally murdered wright at new orleans, has waived examination and allowed himself to be committed. it appears he consented to this to escape being lynched by the excited populace, who surrounded the prison and threatened to hang him on the spot had he been brought out for examination. the montreal advertiser announces the death of mr. benjamin pickard of paris, canada, at the age of 100 years. he was the last survivor of the famous corps of butlers rangers, in which he served as a drummer through the american revolutionary war."
preciv165,0,"in connection with the recent lynching of bargar, the murderer, in iowa, an incident occurred which can hardly be credited in a civilized community. yet it was the legitimate effect of that brutality which scenes of violence inevitably engender in the human breast, and an emulation of the spirit of lawlessness and reckless disregard of the decencies of life shown by those citizens who snatched the criminal from the hands of justice, and inundated him on the altar of human passion. the body of bargar, after hanging for several hours upon the tree on which he was executed was cut down. the corpse was placed in rough box and nailed up, and hole being dug in a vacant lot, the box was thrown into it, the earth rudely filled in, and the murderer's corpse left to decay like that of brute, his only funeral service the curses of an excited mob."
